ticker,start,end,others
NVDA,20.02.2024,07.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.02.2025,08.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.03.2024,06.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.03.2025,06.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.04.2024,06.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.04.2025,06.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.05.2024,06.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.05.2025,06.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.06.2024,06.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.07.2024,05.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.08.2024,08.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.09.2024,08.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.10.2024,08.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.11.2024,08.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.12.2024,08.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.01.2024,08.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.01.2025,09.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.02.2024,08.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.02.2025,09.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.03.2024,07.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.03.2025,07.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.04.2024,07.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.04.2025,07.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.05.2024,07.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.05.2025,07.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.06.2024,07.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.07.2024,06.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.08.2024,09.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.09.2024,09.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.10.2024,09.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.11.2024,09.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,21.12.2024,09.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.01.2024,09.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.01.2025,10.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.02.2024,09.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.02.2025,10.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.03.2024,08.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.03.2025,08.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.04.2024,08.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.04.2025,08.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.05.2024,08.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.05.2025,08.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.06.2024,08.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.07.2024,07.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.08.2024,10.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.09.2024,10.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.10.2024,10.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.11.2024,10.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,22.12.2024,10.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.01.2024,10.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.01.2025,11.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.02.2024,10.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.02.2025,11.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.03.2024,09.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.03.2025,09.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.04.2024,09.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.04.2025,09.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.05.2024,09.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.05.2025,09.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.06.2024,09.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.07.2024,08.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.08.2024,11.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.09.2024,11.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.10.2024,11.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.11.2024,11.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,23.12.2024,11.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.01.2024,11.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.01.2025,12.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.02.2024,11.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.02.2025,12.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.03.2024,10.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.03.2025,10.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.04.2024,10.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.04.2025,10.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.05.2024,10.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.05.2025,10.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.06.2024,10.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.07.2024,09.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.08.2024,12.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.09.2024,12.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.10.2024,12.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.11.2024,12.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,24.12.2024,12.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,25.01.2024,12.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,25.01.2025,13.08.2025,AMD;TSM;AVGO;INTC;QQQ
